"tenured","profnumber","minority","age","age2","beautyf2upper","beautyflowerdiv","beautyfupperdiv","beautym2upper","beautymlowerdiv","beautymupperdiv","btystdave","btystdf2u","btystdfl","btystdfu","btystdm2u","btystdml","btystdmu","class1","class2","class3","class4","class5","class6","class7","class8","class9","class10","class11","class12","class13","class14","class15","class16","class17","class18","class19","class20","class21","class22","class23","class24","class25","class26","class27","class28","class29","class30","courseevaluation","didevaluation","female","formal","fulldept","lower","multipleclass","nonenglish","onecredit","percentevaluating","profevaluation","students","tenuretrack","blkandwhite","btystdvariance"
0,10,0,47,2209,6,5,7,6,3,6,0.452567875385284,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.31252259016037,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1,1,0,0,0,83.3333358764648,5,18,0,0,0.91683703660965
0,10,0,47,2209,6,5,7,6,3,6,0.452567875385284,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.31252259016037,0.723046958446503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69999980926514,16,0,0,1,0,1,0,0,84.2105255126953,4.69999980926514,19,0,0,0.91683703660965
0,10,0,47,2209,6,5,7,6,3,6,0.452567875385284,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.31252259016037,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,1,1,0,0,0,80,5,20,0,0,0.91683703660965
0,11,1,35,1225,4,5,7,7,2,4,0.143264293670654,-0.665001809597015,0.458001792430878,0.875813901424408,1.28625500202179,-0.900064945220947,-0.195418149232864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70000004768372,30,0,0,1,0,1,1,0,90.9090881347656,3.70000004768372,33,1,0,3.79865217208862
0,11,1,35,1225,4,5,7,7,2,4,0.143264293670654,-0.665001809597015,0.458001792430878,0.875813901424408,1.28625500202179,-0.900064945220947,-0.195418149232864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,1,0,1,1,0,95.8333358764648,4.30000019073486,24,1,0,3.79865217208862
0,12,0,37,1369,5,4,5,4,3,5,-0.155022814869881,-0.187824934720993,-0.0735065415501595,-0.0927330404520035,-0.527364194393158,-0.31252259016037,0.263814389705658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.40000009536743,13,0,0,1,0,1,0,0,61.9047622680664,4.19999980926514,21,0,0,0.350469797849655
0,12,0,37,1369,5,4,5,4,3,5,-0.155022814869881,-0.187824934720993,-0.0735065415501595,-0.0927330404520035,-0.527364194393158,-0.31252259016037,0.263814389705658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40000009536743,24,0,0,1,0,0,0,0,80,4.69999980926514,30,0,0,0.350469797849655
0,12,0,37,1369,5,4,5,4,3,5,-0.155022814869881,-0.187824934720993,-0.0735065415501595,-0.0927330404520035,-0.527364194393158,-0.31252259016037,0.263814389705658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,24,0,0,1,0,0,0,0,96,4.69999980926514,25,0,0,0.350469797849655
0,12,0,37,1369,5,4,5,4,3,5,-0.155022814869881,-0.187824934720993,-0.0735065415501595,-0.0927330404520035,-0.527364194393158,-0.31252259016037,0.263814389705658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,25,0,0,1,0,0,0,0,71.4285736083984,3.5,35,0,0,0.350469797849655
1,13,0,42,1764,5,4,7,5,4,4,0.128543257713318,-0.187824934720993,-0.0735065415501595,0.875813901424408,0.0771755427122116,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79999995231628,18,0,0,1,0,0,0,0,60,4.19999980926514,30,1,0,0.828371345996857
1,13,0,42,1764,5,4,7,5,4,4,0.128543257713318,-0.187824934720993,-0.0735065415501595,0.875813901424408,0.0771755427122116,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,28,0,0,1,0,0,0,0,66.6666641235352,4,42,1,0,0.828371345996857
1,13,0,42,1764,5,4,7,5,4,4,0.128543257713318,-0.187824934720993,-0.0735065415501595,0.875813901424408,0.0771755427122116,0.275019764900208,-0.195418149232864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70000004768372,25,0,0,1,0,1,0,0,43.8596496582031,4,57,1,0,0.828371345996857
1,13,0,42,1764,5,4,7,5,4,4,0.128543257713318,-0.187824934720993,-0.0735065415501595,0.875813901424408,0.0771755427122116,0.275019764900208,-0.195418149232864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29999995231628,40,0,0,1,0,1,0,0,70.1754379272461,3.90000009536743,57,1,0,0.828371345996857
1,13,0,42,1764,5,4,7,5,4,4,0.128543257713318,-0.187824934720993,-0.0735065415501595,0.875813901424408,0.0771755427122116,0.275019764900208,-0.195418149232864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,0,0,1,0,1,0,0,78.4313735961914,4.40000009536743,51,1,0,0.828371345996857
1,13,0,42,1764,5,4,7,5,4,4,0.128543257713318,-0.187824934720993,-0.0735065415501595,0.875813901424408,0.0771755427122116,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79999995231628,18,0,0,1,0,0,0,0,60,3.79999995231628,30,1,0,0.828371345996857
1,14,0,49,2401,5,3,3,5,1,7,-0.347045332193375,-0.187824934720993,-0.605014860630035,-1.06128001213074,0.0771755427122116,-1.48760724067688,1.1822794675827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19999980926514,31,0,0,1,0,1,1,0,83.7837829589844,4.19999980926514,37,1,0,4.4217095375061
1,14,0,49,2401,5,3,3,5,1,7,-0.347045332193375,-0.187824934720993,-0.605014860630035,-1.06128001213074,0.0771755427122116,-1.48760724067688,1.1822794675827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09999990463257,15,0,0,1,0,0,1,0,51.7241363525391,3.5,29,1,0,4.4217095375061
1,14,0,49,2401,5,3,3,5,1,7,-0.347045332193375,-0.187824934720993,-0.605014860630035,-1.06128001213074,0.0771755427122116,-1.48760724067688,1.1822794675827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,23,0,0,1,0,1,1,0,85.185188293457,3.59999990463257,27,1,0,4.4217095375061
0,15,0,37,1369,7,6,7,4,5,4,0.461938768625259,0.766528785228729,0.989510178565979,0.875813901424408,-0.527364194393158,0.862562119960785,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29999995231628,34,1,0,1,0,0,0,0,65.3846130371094,3.29999995231628,52,1,0,2.11373686790466
0,15,0,37,1369,7,6,7,4,5,4,0.461938768625259,0.766528785228729,0.989510178565979,0.875813901424408,-0.527364194393158,0.862562119960785,-0.195418149232864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90000009536743,21,1,0,1,0,1,0,0,80.7692337036133,3.29999995231628,26,1,0,2.11373686790466
0,15,0,37,1369,7,6,7,4,5,4,0.461938768625259,0.766528785228729,0.989510178565979,0.875813901424408,-0.527364194393158,0.862562119960785,-0.195418149232864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09999990463257,29,1,0,1,0,1,0,0,96.6666641235352,3.20000004768372,30,1,0,2.11373686790466
1,16,0,45,2025,3,2,4,7,5,4,-0.150384902954102,-1.14217865467072,-1.13652324676514,-0.57700651884079,1.28625500202179,0.862562119960785,-0.195418149232864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,0,0,1,1,1,0,0,25.4237289428711,4.19999980926514,177,1,0,5.23015356063843
1,16,0,45,2025,3,2,4,7,5,4,-0.150384902954102,-1.14217865467072,-1.13652324676514,-0.57700651884079,1.28625500202179,0.862562119960785,-0.195418149232864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,90,0,0,1,1,1,0,0,45.226131439209,4.30000019073486,199,1,0,5.23015356063843
1,16,0,45,2025,3,2,4,7,5,4,-0.150384902954102,-1.14217865467072,-1.13652324676514,-0.57700651884079,1.28625500202179,0.862562119960785,-0.195418149232864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19999980926514,27,0,0,1,0,1,0,0,84.375,4.40000009536743,32,1,0,5.23015356063843
1,16,0,45,2025,3,2,4,7,5,4,-0.150384902954102,-1.14217865467072,-1.13652324676514,-0.57700651884079,1.28625500202179,0.862562119960785,-0.195418149232864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79999995231628,35,0,0,1,0,1,0,0,94.594596862793,4.09999990463257,37,1,0,5.23015356063843
1,16,0,45,2025,3,2,4,7,5,4,-0.150384902954102,-1.14217865467072,-1.13652324676514,-0.57700651884079,1.28625500202179,0.862562119960785,-0.195418149232864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,120,0,0,1,1,1,0,0,74.5341644287109,4.59999990463257,161,1,0,5.23015356063843
0,17,0,56,3136,1,3,4,3,2,2,-1.07073426246643,-2.09653234481812,-0.605014860630035,-0.57700651884079,-1.13190388679504,-0.900064945220947,-1.11388325691223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59999990463257,39,1,0,1,0,1,0,0,88.636360168457,4.80000019073486,44,0,0,1.54765486717224
0,17,0,56,3136,1,3,4,3,2,2,-1.07073426246643,-2.09653234481812,-0.605014860630035,-0.57700651884079,-1.13190388679504,-0.900064945220947,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,35,1,0,1,0,0,0,0,66.0377349853516,4.30000019073486,53,0,0,1.54765486717224
0,17,0,56,3136,1,3,4,3,2,2,-1.07073426246643,-2.09653234481812,-0.605014860630035,-0.57700651884079,-1.13190388679504,-0.900064945220947,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,34,1,0,1,0,0,0,0,69.3877563476562,3.59999990463257,49,0,0,1.54765486717224
0,17,0,56,3136,1,3,4,3,2,2,-1.07073426246643,-2.09653234481812,-0.605014860630035,-0.57700651884079,-1.13190388679504,-0.900064945220947,-1.11388325691223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19999980926514,27,1,0,1,0,1,0,0,84.375,4.30000019073486,32,0,0,1.54765486717224
0,18,0,48,2304,6,3,5,4,4,4,-0.142693087458611,0.289351940155029,-0.605014860630035,-0.0927330404520035,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,20,0,0,1,0,0,0,0,60.6060600280762,4.19999980926514,33,0,0,0.72813618183136
0,18,0,48,2304,6,3,5,4,4,4,-0.142693087458611,0.289351940155029,-0.605014860630035,-0.0927330404520035,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09999990463257,14,0,0,1,0,0,0,0,73.684211730957,4.09999990463257,19,0,0,0.72813618183136
0,18,0,48,2304,6,3,5,4,4,4,-0.142693087458611,0.289351940155029,-0.605014860630035,-0.0927330404520035,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,0,0,1,1,0,0,0,58.5585594177246,4.09999990463257,111,0,0,0.72813618183136
0,18,0,48,2304,6,3,5,4,4,4,-0.142693087458611,0.289351940155029,-0.605014860630035,-0.0927330404520035,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,95,0,0,1,1,0,0,0,63.7583885192871,4.40000009536743,149,0,0,0.72813618183136
0,18,0,48,2304,6,3,5,4,4,4,-0.142693087458611,0.289351940155029,-0.605014860630035,-0.0927330404520035,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,18,0,0,1,0,0,0,0,66.6666641235352,4.30000019073486,27,0,0,0.72813618183136
0,18,0,48,2304,6,3,5,4,4,4,-0.142693087458611,0.289351940155029,-0.605014860630035,-0.0927330404520035,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19999980926514,85,0,0,1,1,0,0,0,62.5,4.40000009536743,136,0,0,0.72813618183136
0,18,0,48,2304,6,3,5,4,4,4,-0.142693087458611,0.289351940155029,-0.605014860630035,-0.0927330404520035,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19999980926514,113,0,0,1,1,0,0,0,80.7142868041992,4.40000009536743,140,0,0,0.72813618183136
1,19,0,46,2116,5,4,4,5,2,6,-0.156363412737846,-0.187824934720993,-0.0735065415501595,-0.57700651884079,0.0771755427122116,-0.900064945220947,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90000009536743,14,1,0,1,1,0,0,0,93.3333358764648,5,15,1,1,1.56579077243805
1,19,0,46,2116,5,4,4,5,2,6,-0.156363412737846,-0.187824934720993,-0.0735065415501595,-0.57700651884079,0.0771755427122116,-0.900064945220947,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,1,0,1,0,0,0,0,79.3103485107422,4.40000009536743,29,1,1,1.56579077243805
1,19,0,46,2116,5,4,4,5,2,6,-0.156363412737846,-0.187824934720993,-0.0735065415501595,-0.57700651884079,0.0771755427122116,-0.900064945220947,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,23,1,0,1,0,0,0,0,92,4.80000019073486,25,1,1,1.56579077243805
1,19,0,46,2116,5,4,4,5,2,6,-0.156363412737846,-0.187824934720993,-0.0735065415501595,-0.57700651884079,0.0771755427122116,-0.900064945220947,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90000009536743,9,1,0,1,0,0,0,0,50,4.90000009536743,18,1,1,1.56579077243805
1,19,0,46,2116,5,4,4,5,2,6,-0.156363412737846,-0.187824934720993,-0.0735065415501595,-0.57700651884079,0.0771755427122116,-0.900064945220947,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,30,1,0,1,0,0,0,0,66.6666641235352,4.30000019073486,45,1,1,1.56579077243805
1,19,0,46,2116,5,4,4,5,2,6,-0.156363412737846,-0.187824934720993,-0.0735065415501595,-0.57700651884079,0.0771755427122116,-0.900064945220947,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90000009536743,15,1,0,1,1,0,0,0,100,5,15,1,1,1.56579077243805
1,19,0,46,2116,5,4,4,5,2,6,-0.156363412737846,-0.187824934720993,-0.0735065415501595,-0.57700651884079,0.0771755427122116,-0.900064945220947,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,31,1,0,1,0,0,0,0,81.5789489746094,4.69999980926514,38,1,1,1.56579077243805
1,19,0,46,2116,5,4,4,5,2,6,-0.156363412737846,-0.187824934720993,-0.0735065415501595,-0.57700651884079,0.0771755427122116,-0.900064945220947,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,0,1,1,0,0,0,80,4.5,15,1,1,1.56579077243805
0,20,0,57,3249,4,5,4,6,5,2,-0.0589354038238525,-0.665001809597015,0.458001792430878,-0.57700651884079,0.681715250015259,0.862562119960785,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,10,1,0,0,0,0,0,0,43.4782600402832,3.90000009536743,23,0,0,3.41357421875
0,20,0,57,3249,4,5,4,6,5,2,-0.0589354038238525,-0.665001809597015,0.458001792430878,-0.57700651884079,0.681715250015259,0.862562119960785,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,15,1,0,0,0,0,0,0,78.9473648071289,4,19,0,0,3.41357421875
0,20,0,57,3249,4,5,4,6,5,2,-0.0589354038238525,-0.665001809597015,0.458001792430878,-0.57700651884079,0.681715250015259,0.862562119960785,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,30.4347820281982,4,23,0,0,3.41357421875
0,20,0,57,3249,4,5,4,6,5,2,-0.0589354038238525,-0.665001809597015,0.458001792430878,-0.57700651884079,0.681715250015259,0.862562119960785,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,7,1,0,0,0,0,0,0,31.8181819915771,3.70000004768372,22,0,0,3.41357421875
0,20,0,57,3249,4,5,4,6,5,2,-0.0589354038238525,-0.665001809597015,0.458001792430878,-0.57700651884079,0.681715250015259,0.862562119960785,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,0,0,0,0,0,0,70,3.40000009536743,20,0,0,3.41357421875
0,20,0,57,3249,4,5,4,6,5,2,-0.0589354038238525,-0.665001809597015,0.458001792430878,-0.57700651884079,0.681715250015259,0.862562119960785,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,0,42.1052627563477,3.29999995231628,19,0,0,3.41357421875
0,20,0,57,3249,4,5,4,6,5,2,-0.0589354038238525,-0.665001809597015,0.458001792430878,-0.57700651884079,0.681715250015259,0.862562119960785,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,17,1,0,0,0,0,0,0,73.9130401611328,3.79999995231628,23,0,0,3.41357421875
0,20,0,57,3249,4,5,4,6,5,2,-0.0589354038238525,-0.665001809597015,0.458001792430878,-0.57700651884079,0.681715250015259,0.862562119960785,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,10,1,0,0,0,0,0,0,45.4545440673828,3.90000009536743,22,0,0,3.41357421875
0,20,0,57,3249,4,5,4,6,5,2,-0.0589354038238525,-0.665001809597015,0.458001792430878,-0.57700651884079,0.681715250015259,0.862562119960785,-1.11388325691223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20000004768372,12,1,0,0,0,0,0,0,80,3.40000009536743,15,0,0,3.41357421875
0,21,0,52,2704,4,6,6,7,2,4,0.151136785745621,-0.665001809597015,0.989510178565979,0.39154040813446,1.28625500202179,-0.900064945220947,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,27,1,0,1,0,0,0,0,87.0967712402344,4.09999990463257,31,0,0,3.94036483764648
0,21,0,52,2704,4,6,6,7,2,4,0.151136785745621,-0.665001809597015,0.989510178565979,0.39154040813446,1.28625500202179,-0.900064945220947,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,20,1,0,1,0,0,0,0,95.2380981445312,3.70000004768372,21,0,0,3.94036483764648
0,21,0,52,2704,4,6,6,7,2,4,0.151136785745621,-0.665001809597015,0.989510178565979,0.39154040813446,1.28625500202179,-0.900064945220947,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,31,1,0,1,0,0,0,0,86.1111145019531,3.5,36,0,0,3.94036483764648
0,21,0,52,2704,4,6,6,7,2,4,0.151136785745621,-0.665001809597015,0.989510178565979,0.39154040813446,1.28625500202179,-0.900064945220947,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09999990463257,17,1,0,1,0,0,0,1,89.4736862182617,3.5,19,0,0,3.94036483764648
0,21,0,52,2704,4,6,6,7,2,4,0.151136785745621,-0.665001809597015,0.989510178565979,0.39154040813446,1.28625500202179,-0.900064945220947,-0.195418149232864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19999980926514,23,1,0,1,0,1,0,0,62.1621627807617,4.40000009536743,37,0,0,3.94036483764648
1,23,0,62,3844,4,4,3,4,1,2,-0.821440517902374,-0.665001809597015,-0.0735065415501595,-1.06128001213074,-0.527364194393158,-1.48760724067688,-1.11388325691223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,94,0,0,1,1,1,0,0,51.0869560241699,3.70000004768372,184,1,0,1.25718307495117
1,23,0,62,3844,4,4,3,4,1,2,-0.821440517902374,-0.665001809597015,-0.0735065415501595,-1.06128001213074,-0.527364194393158,-1.48760724067688,-1.11388325691223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,46,0,0,1,0,1,0,0,92,4.69999980926514,50,1,0,1.25718307495117
1,23,0,62,3844,4,4,3,4,1,2,-0.821440517902374,-0.665001809597015,-0.0735065415501595,-1.06128001213074,-0.527364194393158,-1.48760724067688,-1.11388325691223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70000004768372,80,0,0,1,1,1,0,0,50.9554138183594,3.90000009536743,157,1,0,1.25718307495117
1,23,0,62,3844,4,4,3,4,1,2,-0.821440517902374,-0.665001809597015,-0.0735065415501595,-1.06128001213074,-0.527364194393158,-1.48760724067688,-1.11388325691223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40000009536743,61,0,0,1,1,1,0,0,37.1951217651367,3.59999990463257,164,1,0,1.25718307495117
1,24,0,64,4096,5,5,4,5,3,3,-0.199471235275269,-0.187824934720993,0.458001792430878,-0.57700651884079,0.0771755427122116,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,51,0,0,1,0,0,0,0,75,4.5,68,1,0,0.871441662311554
1,24,0,64,4096,5,5,4,5,3,3,-0.199471235275269,-0.187824934720993,0.458001792430878,-0.57700651884079,0.0771755427122116,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59999990463257,22,0,0,1,0,0,0,0,46.8085098266602,4.80000019073486,47,1,0,0.871441662311554
1,24,0,64,4096,5,5,4,5,3,3,-0.199471235275269,-0.187824934720993,0.458001792430878,-0.57700651884079,0.0771755427122116,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80000019073486,10,0,0,1,0,0,0,0,71.4285736083984,4.80000019073486,14,1,0,0.871441662311554
1,24,0,64,4096,5,5,4,5,3,3,-0.199471235275269,-0.187824934720993,0.458001792430878,-0.57700651884079,0.0771755427122116,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,11,0,0,1,0,0,0,0,73.3333358764648,4.69999980926514,15,1,0,0.871441662311554
1,24,0,64,4096,5,5,4,5,3,3,-0.199471235275269,-0.187824934720993,0.458001792430878,-0.57700651884079,0.0771755427122116,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40000009536743,15,0,0,1,0,0,0,0,62.5,4.5,24,1,0,0.871441662311554
1,24,0,64,4096,5,5,4,5,3,3,-0.199471235275269,-0.187824934720993,0.458001792430878,-0.57700651884079,0.0771755427122116,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09999990463257,21,0,0,1,0,0,0,0,53.8461532592773,4.30000019073486,39,1,0,0.871441662311554
0,25,0,34,1156,8,8,9,8,6,8,1.68716740608215,1.24370563030243,2.05252695083618,1.84436082839966,1.89079475402832,1.45010447502136,1.64151203632355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,33,1,0,1,0,0,0,0,82.5,4.09999990463257,40,1,0,0.454603046178818
