year,route_id,distance,passengers_daily,airfare,market_share
1999,582,457,777,104,0.7376000285148621
2000,582,457,756,112,0.6970999836921692
1997,583,926,281,160,0.7480999827384949
1998,583,926,282,148,0.7466999888420105
1999,583,926,290,162,0.6973000168800354
2000,583,926,313,177,0.6875
1997,584,495,2608,139,0.6619999408721924
1998,584,495,3038,126,0.6115999817848206
1999,584,495,3063,138,0.666100025177002
2000,584,495,2646,187,0.7103999853134155
1997,585,902,124,147,0.3135000169277191
1998,585,902,125,160,0.3522000014781952
1999,585,902,134,154,0.3144000172615051
2000,585,902,135,169,0.3749000132083893
1997,586,957,1334,118,0.7198999524116516
1998,586,957,1558,114,0.653499960899353
1999,586,957,1794,123,0.6234999895095825
2000,586,957,1601,146,0.5509999990463257
1997,587,453,705,226,0.5846999883651733
1998,587,453,991,114,0.5098000168800354
1999,587,453,970,120,0.598800003528595
2000,587,453,780,190,0.5806999802589417
1997,588,1671,915,179,0.6168000102043152
1998,588,1671,984,174,0.5450999736785889
1999,588,1671,1052,165,0.5537999868392944
2000,588,1671,1069,185,0.5015000104904175
1997,589,201,220,241,0.5674000382423401
1998,589,201,220,219,0.61080002784729
1999,589,201,215,227,0.5415999889373779
2000,589,201,203,252,0.515500009059906
1997,590,1955,202,249,0.6735000014305115
1998,590,1955,177,295,0.5202000141143799
1999,590,1955,187,260,0.40799999237060547
2000,590,1955,202,289,0.4388999938964844
1997,591,501,278,191,0.8730999827384949
1998,591,501,308,188,0.8255999684333801
1999,591,501,393,170,0.6428999900817871
2000,591,501,401,174,0.6444999575614929
1997,592,1906,220,126,0.7755000591278076
1998,592,1906,167,147,0.7727999687194824
1999,592,1906,97,195,0.5152000188827515
2000,592,1906,82,199,0.3165000081062317
1997,593,1483,166,191,0.3465999960899353
1998,593,1483,177,233,0.5128999948501587
1999,593,1483,203,185,0.6290000081062317
2000,593,1483,186,204,0.617900013923645
1997,594,1218,183,188,0.3236999809741974
1998,594,1218,175,193,0.27140000462532043
1999,594,1218,190,180,0.24169999361038208
2000,594,1218,192,197,0.2508000135421753
1997,595,1958,421,205,0.6058000326156616
1998,595,1958,334,235,0.4722000062465668
1999,595,1958,378,240,0.39400002360343933
2000,595,1958,443,241,0.3552999794483185
1997,596,2080,598,304,0.6741000413894653
1998,596,2080,651,277,0.6227999925613403
1999,596,2080,572,348,0.5724999904632568
2000,596,2080,646,341,0.5410000085830688
1997,597,2066,249,212,0.5911999940872192
1998,597,2066,181,262,0.4256000220775604
1999,597,2066,186,237,0.33000001311302185
2000,597,2066,189,270,0.2337000072002411
1997,598,1962,320,262,0.6797000169754028
1998,598,1962,226,305,0.63919997215271
1999,598,1962,198,369,0.6381000280380249
2000,598,1962,198,324,0.42250001430511475
1997,599,1024,156,168,0.7324000000953674
1998,599,1024,152,159,0.7001000046730042
1999,599,1024,145,170,0.7698999643325806
2000,599,1024,75,186,0.39240002632141113
1997,600,1928,373,249,0.7798000574111938
1998,600,1928,338,290,0.6482999920845032
1999,600,1928,348,289,0.5737000107765198
2000,600,1928,388,289,0.5895999670028687
1997,601,440,982,81,0.4133000075817108
1998,601,440,1063,77,0.37049999833106995
1999,601,440,1096,78,0.37400001287460327
2000,601,440,1043,95,0.35199999809265137
1997,602,983,1031,119,0.6349999904632568
1998,602,983,1148,114,0.5534999966621399
1999,602,983,1139,129,0.5806000232696533
2000,602,983,1138,150,0.5295999646186829
1997,603,400,680,226,0.901699960231781
1998,603,400,634,209,0.8844999670982361
1999,603,400,791,195,0.8999999761581421
2000,603,400,728,229,0.8558000326156616
1997,604,1087,342,171,0.7744999527931213
1998,604,1087,554,131,0.5902999639511108
1999,604,1087,645,127,0.5920000076293945
2000,604,1087,513,156,0.5519999861717224
1997,605,505,210,250,0.9487000107765198
1998,605,505,196,204,0.9380000233650208
1999,605,505,182,230,0.9332000017166138
2000,605,505,195,237,0.928600013256073
1997,606,677,391,139,0.6482999920845032
1998,606,677,361,155,0.652899980545044
1999,606,677,378,146,0.5950999855995178
2000,606,677,372,159,0.6358000040054321
1997,607,584,422,82,0.5945999622344971
1998,607,584,405,88,0.5519999861717224
1999,607,584,392,101,0.6234999895095825
2000,607,584,423,100,0.662600040435791
1997,608,714,457,114,0.8410999774932861
1998,608,714,444,120,0.8610000014305115
1999,608,714,441,126,0.8566000461578369
2000,608,714,425,133,0.8586000204086304
1997,609,671,119,114,0.7694000005722046
1998,609,671,118,120,0.7662000060081482
1999,609,671,109,124,0.6726000308990479
2000,609,671,116,132,0.6510999798774719
1997,610,347,597,66,0.8504000306129456
1998,610,347,536,66,0.8788999915122986
1999,610,347,621,61,0.8549000024795532
2000,610,347,561,68,0.814300000667572
1997,611,496,336,101,0.9151999950408936
1998,611,496,308,113,0.9276999831199646
1999,611,496,350,107,0.888700008392334
2000,611,496,351,113,0.9430000185966492
1997,612,636,194,110,0.8154000043869019
1998,612,636,184,119,0.8698000311851501
1999,612,636,193,126,0.8565000295639038
2000,612,636,204,135,0.8108000159263611
1997,613,451,282,118,0.9665000438690186
1998,613,451,248,121,0.973300039768219
1999,613,451,265,125,0.9683999419212341
2000,613,451,231,138,0.9732000231742859
1997,614,1174,269,138,0.382099986076355
1998,614,1174,448,118,0.4359999895095825
1999,614,1174,745,117,0.47929999232292175
2000,614,1174,770,120,0.5054000020027161
1997,615,965,369,169,0.6392999887466431
1998,615,965,343,179,0.6392999887466431
1999,615,965,430,168,0.6327000260353088
2000,615,965,444,180,0.6380000114440918
1997,616,1006,376,110,0.4288000166416168
1998,616,1006,378,122,0.505299985408783
1999,616,1006,377,130,0.48900002241134644
2000,616,1006,434,130,0.5196999907493591
1997,617,1093,315,126,0.9309999942779541
1998,617,1093,333,133,0.9233999848365784
1999,617,1093,707,117,0.5874999761581421
2000,617,1093,800,121,0.6503999829292297
1997,618,318,557,58,0.984000027179718
1998,618,318,675,62,0.9878000020980835
1999,618,318,707,64,0.9925000071525574
2000,618,318,847,67,0.994100034236908
1997,619,1244,177,136,0.3277999758720398
1998,619,1244,204,145,0.41200000047683716
1999,619,1244,184,159,0.3279999792575836
2000,619,1244,206,165,0.26440000534057617
1997,620,2175,331,164,0.4843999743461609
1998,620,2175,360,181,0.4861000180244446
1999,620,2175,610,167,0.4602000117301941
2000,620,2175,483,174,0.4900999963283539
1997,621,2343,629,213,0.3883000314235687
1998,621,2343,601,215,0.31520000100135803
1999,621,2343,710,208,0.26820001006126404
2000,621,2343,670,222,0.32990002632141113
1997,622,897,134,128,0.5983999967575073
1998,622,897,150,144,0.484000027179718
1999,622,897,172,144,0.5501999855041504
2000,622,897,157,141,0.47679999470710754
1997,623,1246,160,141,0.26680001616477966
1998,623,1246,152,140,0.2970000207424164
1999,623,1246,159,148,0.36500000953674316
2000,623,1246,192,153,0.2531000077724457
1997,624,1490,131,250,0.3529999852180481
1998,624,1490,163,242,0.37070000171661377
1999,624,1490,167,245,0.3937000036239624
2000,624,1490,266,219,0.5156999826431274
1997,625,793,297,120,0.7163999676704407
1998,625,793,326,129,0.7193000316619873
1999,625,793,388,126,0.788100004196167
2000,625,793,395,141,0.7745999693870544
1997,626,673,237,133,0.7244000434875488
1998,626,673,262,140,0.73580002784729
1999,626,673,296,140,0.8234999775886536
2000,626,673,372,142,0.7248000502586365
1997,627,1073,4163,155,0.3449999988079071
1998,627,1073,5206,142,0.3172999918460846
1999,627,1073,6561,133,0.3190999925136566
2000,627,1073,8497,128,0.2741999924182892
1997,628,1122,91,137,0.576200008392334
1998,628,1122,86,139,0.723300039768219
1999,628,1122,64,143,0.7211000323295593
2000,628,1122,55,147,0.7922000288963318
1997,629,178,847,57,0.7994000315666199
1998,629,178,807,62,0.8083999752998352
1999,629,178,777,64,0.8258000016212463
2000,629,178,831,73,0.8070999979972839
1997,630,992,887,153,0.7811000347137451
1998,630,992,775,163,0.7538999915122986
1999,630,992,816,168,0.7326000332832336
2000,630,992,1311,131,0.7542999982833862
1997,631,1975,217,219,0.3458999991416931
1998,631,1975,224,206,0.3611999750137329
1999,631,1975,315,188,0.29750001430511475
2000,631,1975,324,210,0.29659998416900635
1997,632,994,325,157,0.7751999497413635
1998,632,994,347,162,0.7915000319480896
1999,632,994,289,168,0.7412000298500061
2000,632,994,395,157,0.8413999676704407
1997,633,1189,357,123,0.3709000051021576
1998,633,1189,358,132,0.4083000123500824
1999,633,1189,346,130,0.45580002665519714
2000,633,1189,395,132,0.46240001916885376
1997,634,680,259,143,0.6905999779701233
1998,634,680,289,139,0.7212000489234924
1999,634,680,429,117,0.5895000100135803
2000,634,680,492,122,0.6485999822616577
1997,635,2587,212,276,0.3700999915599823
1998,635,2587,248,261,0.3190000057220459
1999,635,2587,312,236,0.34299999475479126
2000,635,2587,294,248,0.38179999589920044
1997,636,1057,262,180,0.4758000075817108
1998,636,1057,305,185,0.635200023651123
1999,636,1057,348,176,0.604200005531311
2000,636,1057,358,199,0.5006000399589539
1997,637,197,1255,57,0.8562000393867493
1998,637,197,1323,62,0.9251999855041504
1999,637,197,1326,64,0.9232000112533569
2000,637,197,1370,68,0.9343000054359436
1997,638,900,673,146,0.653700053691864
1998,638,900,851,124,0.4270000159740448
1999,638,900,905,125,0.4652999937534332
2000,638,900,1188,125,0.489300012588501
1997,639,1181,223,143,0.5467000007629395
1998,639,1181,265,121,0.4202999770641327
1999,639,1181,232,124,0.5209999680519104
2000,639,1181,232,137,0.44269999861717224
1997,640,946,480,129,0.8029000163078308
1998,640,946,473,128,0.8262999653816223
1999,640,946,458,136,0.8007000088691711
2000,640,946,465,140,0.7506999969482422
1997,641,1158,109,141,0.48099997639656067
1998,641,1158,114,142,0.47769999504089355
1999,641,1158,112,155,0.4859999716281891
2000,641,1158,114,164,0.3934999704360962
1997,642,1185,305,130,0.5156999826431274
1998,642,1185,256,133,0.28360000252723694
1999,642,1185,253,144,0.31520000100135803
2000,642,1185,243,152,0.27129998803138733
1997,643,1417,256,217,0.7362000346183777
1998,643,1417,289,191,0.6462999582290649
1999,643,1417,313,191,0.5494999885559082
2000,643,1417,400,180,0.5884000062942505
1997,644,1068,1026,176,0.47040000557899475
1998,644,1068,999,170,0.483100026845932
1999,644,1068,1051,166,0.5080000162124634
2000,644,1068,1381,148,0.3400999903678894
1997,645,992,356,155,0.7851999402046204
1998,645,992,333,158,0.8026000261306763
1999,645,992,338,174,0.7466999888420105
2000,645,992,423,151,0.8433000445365906
1997,646,967,191,151,0.7967000007629395
1998,646,967,200,154,0.836899995803833
1999,646,967,205,158,0.7878000140190125
2000,646,967,270,146,0.8291999697685242
1997,647,1203,140,130,0.491100013256073
1998,647,1203,130,137,0.590499997138977
1999,647,1203,124,148,0.4366999864578247
2000,647,1203,152,148,0.5764999985694885
1997,648,980,145,185,0.8765000104904175
1998,648,980,172,178,0.8952999711036682
1999,648,980,179,188,0.8598999977111816
2000,648,980,167,182,0.8440000414848328
1997,649,893,235,155,0.5315000414848328
1998,649,893,208,144,0.5238000154495239
1999,649,893,228,149,0.3463999927043915
2000,649,893,240,154,0.45820000767707825
1997,650,1645,139,173,0.6762999892234802
1998,650,1645,165,167,0.47209998965263367
1999,650,1645,154,175,0.6065999865531921
2000,650,1645,156,176,0.7057999968528748
1997,651,613,197,233,0.47349998354911804
1998,651,613,213,203,0.399399995803833
1999,651,613,245,181,0.314300000667572
2000,651,613,235,196,0.3434999883174896
1997,652,1024,221,130,0.5266000032424927
1998,652,1024,178,153,0.32359999418258667
1999,652,1024,198,154,0.5196999907493591
2000,652,1024,233,157,0.44859999418258667
1997,653,987,127,192,0.6615000367164612
1998,653,987,155,153,0.625499963760376
1999,653,987,139,186,0.5950999855995178
2000,653,987,166,184,0.555899977684021
1997,654,460,764,202,0.5331000089645386
1998,654,460,747,186,0.530299961566925
1999,654,460,941,164,0.5152000188827515
2000,654,460,972,163,0.4611000120639801
1997,655,535,292,130,0.5152999758720398
1998,655,535,252,147,0.3424000144004822
1999,655,535,215,121,0.39430001378059387
2000,655,535,348,105,0.6698000431060791
1997,656,365,178,212,0.9639999866485596
1998,656,365,212,178,0.8977999687194824
1999,656,365,264,184,0.9580000042915344
2000,656,365,254,173,0.9444000124931335
1997,657,276,562,64,0.9002999663352966
1998,657,276,553,67,0.9319999814033508
1999,657,276,612,64,0.912600040435791
2000,657,276,528,74,0.902899980545044
1997,658,233,234,69,0.9869999885559082
1998,658,233,224,73,0.9937000274658203
1999,658,233,216,73,0.9879000186920166
2000,658,233,198,78,0.9923000335693359
1997,659,852,249,109,0.753600001335144
1998,659,852,248,110,0.7012999653816223
1999,659,852,170,130,0.6637000441551208
2000,659,852,163,153,0.765999972820282
1997,660,1509,129,386,0.3840000033378601
1998,660,1509,249,201,0.47859999537467957
1999,660,1509,258,209,0.5174999833106995
2000,660,1509,253,253,0.44130000472068787
1997,661,2527,282,319,0.28790000081062317
1998,661,2527,327,304,0.2542000114917755
1999,661,2527,460,240,0.3822000026702881
2000,661,2527,494,247,0.36070001125335693
1997,662,1194,232,152,0.35679998993873596
1998,662,1194,238,158,0.36419999599456787
1999,662,1194,206,155,0.41609999537467957
2000,662,1194,190,165,0.3702999949455261
1997,663,1051,213,359,0.7537000179290771
1998,663,1051,216,314,0.7687999606132507
1999,663,1051,214,335,0.7112999558448792
2000,663,1051,235,355,0.7644000053405762
1997,664,1050,1163,112,0.8323000073432922
1998,664,1050,1266,110,0.6566000580787659
1999,664,1050,1441,107,0.6047000288963318
2000,664,1050,1644,110,0.4904000163078308
1997,665,196,273,239,0.9812999963760376
1998,665,196,278,237,0.9793000221252441
1999,665,196,261,234,0.9817000031471252
2000,665,196,264,272,0.9930000305175781
1997,666,2214,181,287,0.2921999990940094
1998,666,2214,197,274,0.26569998264312744
1999,666,2214,291,200,0.1818000078201294
2000,666,2214,384,196,0.28999999165534973
1997,667,406,210,238,0.9451999664306641
1998,667,406,210,229,0.9419000148773193
1999,667,406,235,226,0.94029998779296875
2000,667,406,257,246,0.9419000148773193
1997,668,532,226,168,0.7405999898910522
1998,668,532,235,163,0.7452999949455261
1999,668,532,321,140,0.534600019454956
2000,668,532,375,133,0.6850000023841858
1997,669,2627,242,376,0.3529999852180481
1998,669,2627,292,335,0.4852999746799469
1999,669,2627,261,379,0.4787999987602234
2000,669,2627,268,366,0.4778999984264374
1997,670,2437,134,321,0.3125
1998,670,2437,128,307,0.3604999780654907
1999,670,2437,110,325,0.3343000113964081
2000,670,2437,161,276,0.27320000529289246
1997,671,958,175,267,0.8120999932289124
1998,671,958,172,286,0.8429000377655029
1999,671,958,205,267,0.6049000024795532
2000,671,958,230,245,0.5436999797821045
1997,672,1111,490,132,0.6187999844551086
1998,672,1111,617,112,0.6956999897956848
1999,672,1111,661,111,0.6513999700546265
2000,672,1111,552,130,0.5130000114440918
1997,673,314,596,138,0.7921000123023987
1998,673,314,624,136,0.8451999425888062
1999,673,314,889,112,0.7046999931335449
2000,673,314,512,166,0.647599995136261
1997,674,1133,631,135,0.7059999704360962
1998,674,1133,606,132,0.6940000057220459
1999,674,1133,732,118,0.5741000175476074
2000,674,1133,675,130,0.6079999804496765
1997,675,846,334,151,0.6008999943733215
1998,675,846,314,160,0.6019999980926514
1999,675,846,363,152,0.5831000208854675
2000,675,846,368,166,0.630299985408783
1997,676,359,277,66,0.6890000104904175
1998,676,359,274,73,0.7587000131607056
1999,676,359,323,70,0.7549999952316284
2000,676,359,314,75,0.8077999949455261
1997,677,818,212,135,0.6656000018119812
1998,677,818,190,154,0.6086000204086304
1999,677,818,222,155,0.6328999996185303
2000,677,818,237,165,0.5911999940872192
1997,678,644,570,135,0.47849997878074646
1998,678,644,545,147,0.4650999903678894
1999,678,644,589,146,0.5072000026702881
2000,678,644,569,157,0.5060999989509583
1997,679,1229,929,139,0.46209999918937683
1998,679,1229,899,155,0.47609999775886536
1999,679,1229,1087,151,0.420600026845932
2000,679,1229,1119,162,0.4613000154495239
1997,680,392,321,98,0.669700026512146
1998,680,392,291,108,0.6796000003814697
1999,680,392,325,106,0.6216999888420105
2000,680,392,312,113,0.6453999876976013
1997,681,1379,1254,225,0.616599977016449
1998,681,1379,1265,219,0.620199978351593
1999,681,1379,1420,201,0.5139999985694885
2000,681,1379,1498,225,0.4343000054359436
1997,682,789,198,148,0.5302000045776367
1998,682,789,187,154,0.5677000284194946
1999,682,789,202,153,0.5281999707221985
2000,682,789,223,164,0.6098999977111816
1997,683,472,400,86,0.6243000030517578
1998,683,472,381,93,0.6195999979972839
1999,683,472,389,98,0.6811000108718872
2000,683,472,379,100,0.602400004863739
1997,684,470,173,206,0.4341999888420105
1998,684,470,202,202,0.4458000063896179
1999,684,470,188,202,0.47939997911453247
2000,684,470,201,211,0.45910000801086426
1997,685,964,434,176,0.5325999855995178
1998,685,964,429,175,0.5595999956130981
1999,685,964,458,189,0.5828999876976013
2000,685,964,461,192,0.6191999912261963
1997,686,440,504,101,0.6966000199317932
1998,686,440,498,108,0.744700014591217
1999,686,440,495,102,0.7371000051498413
2000,686,440,471,110,0.6855000257492065
1997,687,1035,309,313,0.39750000834465027
1998,687,1035,313,301,0.4254000186920166
1999,687,1035,408,285,0.302700012922287
2000,687,1035,426,300,0.32179999351501465
1997,688,316,278,77,0.9388999938964844
1998,688,316,242,86,0.9873999953269958
1999,688,316,252,96,0.984000027179718
2000,688,316,240,96,0.9819000363349915
1997,689,670,628,116,0.6370999813079834
1998,689,670,552,127,0.6747000217437744
1999,689,670,579,121,0.6222999691963196
2000,689,670,596,133,0.637499988079071
1997,690,303,2181,84,0.6229999661445618
1998,690,303,2109,86,0.6623000502586365
1999,690,303,2207,87,0.6458999514579773
2000,690,303,2176,94,0.6513999700546265
1997,691,1408,1911,388,0.7019000053405762
1998,691,1408,2180,315,0.6540000438690186
1999,691,1408,2389,316,0.7045999765396118
2000,691,1408,2619,313,0.7257000207901001
1997,692,1645,139,221,0.3833000063896179
1998,692,1645,147,237,0.3588999807834625
1999,692,1645,178,206,0.41169998049736023
2000,692,1645,271,246,0.34220001101493835
1997,693,418,603,104,0.5776000022888184
1998,693,418,534,109,0.5978000164031982
1999,693,418,613,108,0.6111999750137329
2000,693,418,588,114,0.5511999726295471
1997,694,782,170,172,0.4032000005245209
1998,694,782,167,170,0.2599000036716461
1999,694,782,190,156,0.5941999554634094
2000,694,782,198,180,0.6363000273704529
1997,695,1336,219,201,0.4131999909877777
1998,695,1336,219,204,0.4311000108718872
1999,695,1336,292,177,0.45340001583099365
2000,695,1336,261,194,0.3946000039577484
1997,696,853,695,147,0.6216999888420105
1998,696,853,715,148,0.626300036907196
1999,696,853,788,163,0.5974000096321106
2000,696,853,877,168,0.5782999992370605
1997,697,1325,615,301,0.5419999957084656
1998,697,1325,658,255,0.3968000113964081
1999,697,1325,730,259,0.4786999821662903
2000,697,1325,742,286,0.5013999938964844
1997,698,1020,731,176,0.36900001764297485
1998,698,1020,671,187,0.3856000006198883
1999,698,1020,776,173,0.4027000069618225
2000,698,1020,796,184,0.3993000090122223
1997,699,1118,300,336,0.5918999910354614
1998,699,1118,300,305,0.5166000127792358
1999,699,1118,276,339,0.4509999752044678
2000,699,1118,303,314,0.4416999816894531
1997,700,1827,221,248,0.43939998745918274
1998,700,1827,222,235,0.46000000834465027
1999,700,1827,267,223,0.4863000214099884
2000,700,1827,269,274,0.5077000260353088
1997,701,1573,243,166,0.4352000057697296
1998,701,1573,186,183,0.4562000036239624
1999,701,1573,269,168,0.6208999752998352
2000,701,1573,233,210,0.44509997963905334
1997,702,1044,232,190,0.4959999918937683
1998,702,1044,254,172,0.5095999836921692
1999,702,1044,319,178,0.4715000092983246
2000,702,1044,347,200,0.3947000205516815
1997,703,1542,163,163,0.3618999719619751
1998,703,1542,146,172,0.39330002665519714
1999,703,1542,182,158,0.32919996976852417
2000,703,1542,176,177,0.3458999991416931
1997,704,1197,310,203,0.3765999972820282
1998,704,1197,313,194,0.37549999356269836
1999,704,1197,345,172,0.41169998049736023
2000,704,1197,370,197,0.359000027179718
1997,705,192,1055,74,0.70660001039505
1998,705,192,980,77,0.7701999545097351
1999,705,192,994,78,0.7137999534606934
2000,705,192,954,80,0.7019999623298645
1997,706,1304,425,213,0.5228999853134155
1998,706,1304,397,225,0.4943999946117401
1999,706,1304,497,186,0.5049999952316284
2000,706,1304,505,218,0.5047000050544739
1997,707,1636,862,266,0.6517999768257141
1998,707,1636,800,269,0.6437000036239624
1999,707,1636,926,256,0.6464999914169312
2000,707,1636,863,295,0.6180999875068665
1997,708,1610,236,275,0.4220000207424164
1998,708,1610,240,255,0.45319998264312744
1999,708,1610,356,233,0.5006000399589539
2000,708,1610,386,295,0.5375000238418579
1997,709,1348,235,292,0.6637000441551208
1998,709,1348,218,290,0.6676999926567078
1999,709,1348,277,276,0.6025000214576721
2000,709,1348,309,308,0.7095999717712402
1997,710,1876,399,246,0.4706000089645386
1998,710,1876,370,248,0.557699978351593
1999,710,1876,499,221,0.5347000360488892
2000,710,1876,493,277,0.5174000263214111
1997,711,687,861,120,0.5383000373840332
1998,711,687,782,128,0.5493000149726868
1999,711,687,858,126,0.5419999957084656
2000,711,687,841,138,0.5382000207901001
1997,712,787,472,152,0.6674000024795532
1998,712,787,449,163,0.6384999752044678
1999,712,787,490,169,0.6468999981880188
2000,712,787,539,181,0.6031000018119812
1997,713,452,831,111,0.5899999737739563
1998,713,452,759,117,0.6254000067710876
1999,713,452,860,110,0.5687000155448914
2000,713,452,815,119,0.5645000338554382
1997,714,1204,644,285,0.6209999918937683
1998,714,1204,713,252,0.6431999802589417
1999,714,1204,834,273,0.7205000519752502
2000,714,1204,943,293,0.7610999941825867
1997,715,452,281,85,0.638700008392334
1998,715,452,314,96,0.6291000247001648
1999,715,452,318,89,0.6751000285148621
2000,715,452,331,98,0.7261000275611877
1997,716,1591,786,120,0.510699987411499
1998,716,1591,885,126,0.4974000155925751
1999,716,1591,793,127,0.5270999670028687
2000,716,1591,885,134,0.5702000260353088
1997,717,1815,577,154,0.21739999949932098
1998,717,1815,573,162,0.2581999897956848
1999,717,1815,565,171,0.310699999332428
2000,717,1815,626,184,0.24740000069141388
1997,718,1023,180,132,0.31520000100135803
1998,718,1023,186,137,0.3279000222682953
1999,718,1023,164,154,0.22910000383853912
2000,718,1023,171,174,0.35089999437332153
1997,719,503,262,272,0.8333999514579773
1998,719,503,282,260,0.8806999921798706
1999,719,503,278,284,0.8733000159263611
2000,719,503,318,267,0.7739999890327454
1997,720,709,132,133,0.4465000033378601
1998,720,709,120,137,0.41689997911453247
1999,720,709,160,142,0.35029998421669006
2000,720,709,142,154,0.3968999981880188
1997,721,659,847,215,0.40470001101493835
1998,721,659,823,210,0.3930000066757202
1999,721,659,888,225,0.40299999713897705
2000,721,659,995,206,0.46860000491142273
1997,722,828,937,106,0.5144000053405762
1998,722,828,988,106,0.5029000043869019
1999,722,828,1027,113,0.4861000180244446
2000,722,828,1096,112,0.44439998269081116
1997,723,587,303,268,0.8682000041007996
1998,723,587,360,228,0.819599986076355
1999,723,587,391,235,0.8401000499725342
2000,723,587,364,252,0.848099946975708
1997,724,1490,568,137,0.5351999998092651
1998,724,1490,480,163,0.5586000084877014
1999,724,1490,560,143,0.5565000176429749
2000,724,1490,544,157,0.47909998893737793
1997,725,1787,222,171,0.22950001060962677
1998,725,1787,253,171,0.3086000084877014
1999,725,1787,230,176,0.2393999993801117
2000,725,1787,237,187,0.1819000095129013
1997,726,1946,455,155,0.23080000281333923
1998,726,1946,406,163,0.4433000087738037
1999,726,1946,334,185,0.31790000200271606
2000,726,1946,314,202,0.3091000020503998
1997,727,877,204,110,0.7230000495910645
1998,727,877,208,111,0.75279998779296875
1999,727,877,213,119,0.7973000407218933
2000,727,877,217,120,0.7858999371528625
1997,728,1869,177,231,0.3947000205516815
1998,728,1869,187,214,0.4333000183105469
1999,728,1869,203,189,0.30399999022483826
2000,728,1869,211,201,0.3021000027656555
1997,729,229,332,69,0.5476999878883362
1998,729,229,360,72,0.500499963760376
1999,729,229,327,68,0.51910001039505
2000,729,229,337,77,0.5055000185966492
1997,730,840,612,112,0.49470001459121704
1998,730,840,588,114,0.4650000035762787
1999,730,840,643,117,0.46160000562667847
2000,730,840,688,119,0.5245999693870544
1997,731,499,415,206,0.7207000255584717
1998,731,499,447,176,0.7344000339508057
1999,731,499,398,182,0.7174999713897705
2000,731,499,317,195,0.7548999786376953
1997,732,972,486,112,0.6600000262260437
1998,732,972,397,122,0.9031999707221985
1999,732,972,695,111,0.7780999541282654
2000,732,972,681,113,0.6729000210762024
1997,733,1035,50,133,0.8341000080108643
1998,733,1035,193,112,0.6558000445365906
1999,733,1035,509,107,0.4659000039100647
2000,733,1035,467,115,0.9171000123023987
1997,734,1055,34,137,0.6708999872207642
1998,734,1055,201,114,0.7497000098228455
1999,734,1055,350,117,0.934499979019165
2000,734,1055,42,130,0.6875
1997,735,334,163,100,0.7983999848365784
1998,735,334,192,91,0.8748999834060669
1999,735,334,150,111,0.8991000652313232
2000,735,334,132,113,0.9077999591827393
1997,736,484,222,88,0.7601999640464783
1998,736,484,236,103,0.7605000138282776
1999,736,484,271,101,0.8026000261306763
2000,736,484,288,101,0.808899998664856
1997,737,513,181,88,0.6990000009536743
1998,737,513,168,98,0.8047000169754028
1999,737,513,210,97,0.7494000196456909
2000,737,513,217,96,0.7355000376701355
1997,738,834,753,222,0.44029998779296875
1998,738,834,841,191,0.4113999903202057
1999,738,834,1006,172,0.413100004196167
2000,738,834,1094,141,0.38009998202323914
1997,739,544,110,144,0.7437999844551086
1998,739,544,129,137,0.7409999966621399
1999,739,544,129,125,0.635200023651123
2000,739,544,155,139,0.44020000100135803
1997,740,742,346,166,0.7580999732017517
1998,740,742,374,169,0.7971000075340271
1999,740,742,360,161,0.7660999894142151
2000,740,742,425,146,0.8076000213623047
1997,741,180,270,67,0.5649000406265259
1998,741,180,301,68,0.594700038433075
1999,741,180,298,68,0.6097999811172485
2000,741,180,291,74,0.5361999869346619
1997,742,634,332,151,0.7354000210762024
1998,742,634,275,150,0.7035999894142151
1999,742,634,339,143,0.6469999551773071
2000,742,634,334,158,0.6452999711036682
1997,743,1140,720,103,0.5341999530792236
1998,743,1140,662,131,0.5835999846458435
1999,743,1140,655,140,0.6869000196456909
2000,743,1140,693,142,0.7281000018119812
1997,744,1363,672,152,0.44119998812675476
1998,744,1363,616,171,0.5419999957084656
1999,744,1363,637,165,0.5992000102996826
2000,744,1363,804,153,0.5507000088691711
1997,745,492,165,71,0.5740000009536743
1998,745,492,195,84,0.4986000061035156
1999,745,492,154,92,0.4462999999523163
2000,745,492,161,96,0.44209998846054077
1997,746,1254,175,153,0.28290000557899475
1998,746,1254,212,159,0.34540000557899475
1999,746,1254,219,160,0.3181000053882599
2000,746,1254,223,172,0.3662000000476837
1997,747,436,199,183,0.8925999999046326
1998,747,436,185,176,0.8281999826431274
1999,747,436,209,186,0.8348999619483948
2000,747,436,201,194,0.7832000255584717
1997,748,394,850,88,0.7794000506401062
1998,748,394,792,101,0.798799991607666
1999,748,394,821,103,0.8266000151634216
2000,748,394,810,101,0.8562000393867493
1997,749,492,368,69,0.8180999755859375
1998,749,492,395,71,0.846500039100647
1999,749,492,420,70,0.8761000037193298
2000,749,492,414,78,0.8698999881744385
1997,750,691,206,132,0.2895999848842621
1998,750,691,203,142,0.281000018119812
1999,750,691,223,150,0.2354000061750412
2000,750,691,283,122,0.41110000014305115
1997,751,1093,982,219,0.3593999743461609
1998,751,1093,939,227,0.3972000181674957
1999,751,1093,1007,234,0.40799999237060547
2000,751,1093,1049,227,0.335099995136261
1997,752,1490,190,143,0.5710999965667725
1998,752,1490,183,180,0.666700005531311
1999,752,1490,221,172,0.696399986743927
2000,752,1490,260,182,0.6636000275611877
1997,753,313,379,67,0.9828000068664551
1998,753,313,371,69,0.9766000509262085
